全国地方公共団体コード,都道府県名,市区町村名,医療機関コード,医療機関名,かかりつけのみ,電話番号,町,所在地1,所在地2,所在地3,所在地_緯度,所在地_経度
221309,静岡県,浜松市,2217200878,わたなべクリニック,かかりつけのみ,053-411-2525,和田町,浜松市東区,和田町85-1,,34.721082,137.774864
221309,静岡県,浜松市,2217211040,松井クリニック,かかりつけのみ,053-411-1611,和田町,浜松市東区,和田町200-2,,34.716996,137.777504
221309,静岡県,浜松市,2217111216,田口内科・循環器科医院,,053-463-5151,和田町,浜松市東区,和田町900-2,,34.717976,137.769281
221309,静岡県,浜松市,2217110713,平良内科,,053-441-8266,瓜内町,浜松市南区,瓜内町804,,34.688734,137.735461
221309,静岡県,浜松市,2217106737,遠州浜外科医院,かかりつけのみ,053-425-1536,遠州浜二,浜松市南区,遠州浜2-15-1,,34.657305,137.765255
221309,静岡県,浜松市,2217111331,西村整形外科,かかりつけのみ,053-425-7117,恩地町,浜松市南区,恩地町357,,34.687433,137.760732
221309,静岡県,浜松市,2217111372,あいの街クリニック,,053-426-5566,下江町,浜松市南区,下江町573-2,,34.679205,137.769708
221309,静岡県,浜松市,2217210612,幸田クリニック,かかりつけのみ,053-426-2000,下江町,浜松市南区,下江町448番地,,34.680710,137.771504
221309,静岡県,浜松市,2217111760,渡瀬眼科医院,,053-426-3133,下江町,浜松市南区,下江町456-3,,34.679767,137.771389
221309,静岡県,浜松市,2217211123,あさのクリニック,,053-415-3535,高塚町,浜松市南区,高塚町1628-1,,34.693405,137.678235
221309,静岡県,浜松市,2217201777,菊池医院,かかりつけのみ,053-447-0160,高塚町,浜松市南区,高塚町121-1,,34.689640,137.686428
221309,静岡県,浜松市,2217210794,みのる内科クリニック,かかりつけのみ,053-444-6611,三島町,浜松市南区,三島町1784-1,,34.693594,137.750343
221309,静岡県,浜松市,2217111885,粟津医院,かかりつけのみ,053-441-1021,三島町,浜松市南区,三島町709,,34.688659,137.743474
221309,静岡県,浜松市,2217201611,鶴泌尿器科クリニック,かかりつけのみ,053-444-3111,三島町,浜松市南区,三島町632-1,,34.685204,137.743256
221309,静岡県,浜松市,2217201066,三和診療所,,053-465-1111,三和町,浜松市南区,三和町337,,34.705525,137.765233
221309,静岡県,浜松市,2217210216,尾藤クリニック,かかりつけのみ,053-462-3939,三和町,浜松市南区,三和町614-3,,34.699847,137.770321
221309,静岡県,浜松市,2217210067,医療法人社団みのりハートクリニック,かかりつけのみ,053-427-2211,四本松町,浜松市南区,四本松町192,,34.685819,137.767760
221309,静岡県,浜松市,2217201652,近藤外科消化器科医院,かかりつけのみ,053-441-3423,寺脇町,浜松市南区,寺脇町664-2,,34.684993,137.750710
221309,静岡県,浜松市,2217210273,やすひろクリニック,かかりつけのみ,053-415-1005,若林町,浜松市南区,若林町194-1,,34.686692,137.706200
221309,静岡県,浜松市,2217111026,太田整形外科医院,,053-447-3221,若林町,浜松市南区,若林町950,,34.687546,137.705431
221309,静岡県,浜松市,2217106166,うさみクリニック,かかりつけのみ,053-448-4112,新橋町,浜松市南区,新橋町710-1,,34.681505,137.701020
221309,静岡県,浜松市,2217111166,外科消化器科林医院,かかりつけのみ,053-441-1177,新橋町,浜松市南区,新橋町1441-1,,34.679760,137.710381
221309,静岡県,浜松市,2217111224,滝浪ハートクリニック,かかりつけのみ,053-448-3411,新橋町,浜松市南区,新橋町510-1,,34.683051,137.695768
221309,静岡県,浜松市,2217210463,和クリニック,かかりつけのみ,053-445-3339,増楽町,浜松市南区,増楽町1516-1,,34.692062,137.694352
221309,静岡県,浜松市,2217111059,中田島クリニック,かかりつけのみ,053-441-8880,中田島町,浜松市南区,中田島町444,,34.672488,137.744062
221309,静岡県,浜松市,2217110432,医療法人弘遠会すずかけセントラル病院,かかりつけのみ,053-401-5735,田尻町,浜松市南区,田尻町120-1,,34.680706,137.725878
221309,静岡県,浜松市,2217210018,ワタセクリニック,かかりつけのみ,053-463-1155,渡瀬町,浜松市南区,渡瀬町3,,34.705412,137.764169
221309,静岡県,浜松市,2217111927,かみむら耳鼻咽喉科医院,かかりつけのみ,053-442-8733,白羽町,浜松市南区,白羽町1-7,,34.685481,137.738170
221309,静岡県,浜松市,2217210117,浜松南病院,かかりつけのみ,053-443-2111,白羽町,浜松市南区,白羽町26,,34.684478,137.739187
221309,静岡県,浜松市,2217210257,とよだクリニック,,053-426-5800,福島町,浜松市南区,福島町237-1,,34.663878,137.769376
221309,静岡県,浜松市,2217111596,医療法人社団新風会丸山クリニック,かかりつけのみ,053-443-2266,法枝町,浜松市南区,法枝町222-1,,34.678592,137.726470
221309,静岡県,浜松市,2217112065,伊藤整形外科医院,かかりつけのみ,053-425-0127,芳川町,浜松市南区,芳川町380,,34.690508,137.766241
221309,静岡県,浜松市,2217111273,野口医院,かかりつけのみ,053-425-0049,芳川町,浜松市南区,芳川町845,,34.689774,137.767038
221309,静岡県,浜松市,2217106992,たての敏宏内科,かかりつけのみ,053-426-5116,立野町,浜松市南区,立野町136-2,,34.687245,137.773810
221309,静岡県,浜松市,2217210638,井原内科クリニック,,053-427-1112,鼡野町,浜松市南区,鼡野町174-4,,34.677102,137.762523
221309,静岡県,浜松市,2217211479,医療法人社団　もがみ内科クリニック,かかりつけのみ,053-588-5700,於呂,浜松市浜北区,於呂2840-8,,34.833320,137.800695
221309,静岡県,浜松市,2217210059,医療法人社団 三誠会　北斗わかば病院,かかりつけのみ,053-588-5000,於呂,浜松市浜北区,於呂3181-1,,34.829476,137.801755
221309,静岡県,浜松市,2218300826,中川クリニック,かかりつけのみ,053-584-3433,横須賀,浜松市浜北区,横須賀691,,34.790631,137.791603
221309,静岡県,浜松市,2218300552,河合クリニック,,053-587-1771,貴布祢,浜松市浜北区,貴布祢313-10,,34.793528,137.785392
221309,静岡県,浜松市,2218310353,かわい内科消化器科,かかりつけのみ,053-580-1850,宮口,浜松市浜北区,宮口3254,,34.821824,137.776375
221309,静岡県,浜松市,2218310098,宮口こんどうクリニック,かかりつけのみ,053-589-8335,宮口,浜松市浜北区,宮口808-2,,34.826618,137.772718
221309,静岡県,浜松市,2218310270,生協きたはま診療所,かかりつけのみ,053-584-1550,高畑,浜松市浜北区,高畑18,,34.790319,137.795376
221309,静岡県,浜松市,2218310205,ひらの内科・泌尿器科クリニック,かかりつけのみ,053-586-7800,小松,浜松市浜北区,小松97-1,,34.793449,137.777083
221309,静岡県,浜松市,2218300701,ほんま耳鼻いんこう科,,053-586-5155,小松,浜松市浜北区,小松187-1,,34.792968,137.777583
221309,静岡県,浜松市,2218300628,横田整形外科,,053-586-2025,小松,浜松市浜北区,小松4669,,34.787031,137.777479
221309,静岡県,浜松市,2218310189,吉田クリニック,,053-586-7600,小松,浜松市浜北区,小松215-2,,34.791789,137.777279
221309,静岡県,浜松市,2218310213,小松診療所,,053-587-1711,小松,浜松市浜北区,小松336-2,,34.789600,137.779229
221309,静岡県,浜松市,2218310114,石井第一産科婦人科クリニック,,053-586-6166,小松,浜松市浜北区,小松4498-5,,34.784578,137.777500
221309,静岡県,浜松市,2217200381,クリニックひでとし,,053-584-1301,小林,浜松市浜北区,小林59-22,,34.801003,137.777348
221309,静岡県,浜松市,2217200365,こう痛み内科クリニック,かかりつけのみ,053-584-5577,小林,浜松市浜北区,小林1383-1,,34.806661,137.794750
221309,静岡県,浜松市,2217201942,たむら内科クリニック,かかりつけのみ,053-584-6111,小林,浜松市浜北区,小林1264-1,,34.808611,137.790890
221309,静岡県,浜松市,2217210174,杉山整形外科,かかりつけのみ,053-584-3700,小林,浜松市浜北区,小林1546-1,,34.812021,137.790367
221309,静岡県,浜松市,2218310320,浜名クリニック,,053-586-0515,沼,浜松市浜北区,沼235-1,,34.792300,137.785894
221309,静岡県,浜松市,2218300537,服部医院,,053-586-2221,沼,浜松市浜北区,沼268,,34.794297,137.785961
221309,静岡県,浜松市,2218310155,山下クリニック,,053-583-1313,上島,浜松市浜北区,上島462-2,,34.850180,137.812221
221309,静岡県,浜松市,2216510079,天竜こども医院,かかりつけのみ,053-583-3633,上島,浜松市浜北区,上島110-3,,34.846730,137.815078
221309,静岡県,浜松市,2218300446,髙倉クリニック,,053-586-1835,西美薗,浜松市浜北区,西美薗2614,,34.808589,137.806197
221309,静岡県,浜松市,2217201504,きらりタウンかわい内科医院,かかりつけのみ,053-584-1221,染地台一,浜松市浜北区,染地台1-25-30,,34.782987,137.745187
221309,静岡県,浜松市,2218310197,岸本内科クリニック,かかりつけのみ,053-586-9100,中条,浜松市浜北区,中条269-2,,34.781458,137.785451
221309,静岡県,浜松市,2218310338,さとうクリニック,かかりつけのみ,053-580-0555,中瀬,浜松市浜北区,中瀬1100-3,,34.818662,137.807205
221309,静岡県,浜松市,2218310288,遠江病院,かかりつけのみ,053-588-1880,中瀬,浜松市浜北区,中瀬3832-1,,34.819582,137.811418
221309,静岡県,浜松市,2218300743,岡田整形外科,かかりつけのみ,053-580-0366,中瀬,浜松市浜北区,中瀬52-3,,34.811865,137.803752
221309,静岡県,浜松市,2218310304,西遠クリニック,,053-586-1552,東美薗,浜松市浜北区,東美薗1546-8,,34.804538,137.800774
221309,静岡県,浜松市,2218310387,桜町クリニック,,053-585-3213,道本,浜松市浜北区,道本28-3,,34.802283,137.788750
221309,静岡県,浜松市,2217210430,ながはしクリニック,かかりつけのみ,053-584-5221,内野,浜松市浜北区,内野2404-1,,34.782678,137.759614
221309,静岡県,浜松市,2218310247,西坂整形外科,,053-585-0550,内野,浜松市浜北区,内野1220,,34.778163,137.752467
221309,静岡県,浜松市,2218300768,田所クリニック,かかりつけのみ,053-584-3366,内野,浜松市浜北区,内野1239,,34.779252,137.752934
221309,静岡県,浜松市,2217211610,いで内科・呼吸器内科クリニック,かかりつけのみ,053-584-4976,本沢合,浜松市浜北区,本沢合801-4,,34.810328,137.796794
221309,静岡県,浜松市,2217210455,牧原医院,かかりつけのみ,053-542-2256,井伊谷,浜松市北区,引佐町井伊谷1741,,34.826391,137.667844
221309,静岡県,浜松市,2218110142,林医院,かかりつけのみ,053-542-0072,井伊谷,浜松市北区,引佐町井伊谷635,,34.834016,137.672118
221309,静岡県,浜松市,2218110167,医療法人社団早友会クロヤナギ 医院,かかりつけのみ,053-524-1000,宇志,浜松市北区,三ヶ日町宇志34-1,,34.800387,137.561195
221309,静岡県,浜松市,2218100572,奥山診療所,かかりつけのみ,053-543-0013,奥山,浜松市北区,引佐町奥山305-6,,34.840044,137.635578
221309,静岡県,浜松市,2217201389,かたの医院,かかりつけのみ,053-527-0051,気賀,浜松市北区,細江町気賀480,,34.807604,137.649747
221309,静岡県,浜松市,2218110134,医療法人社団気賀渥美医院,,053-522-1462,気賀,浜松市北区,細江町気賀506-2,,34.808082,137.648751
221309,静岡県,浜松市,2218110126,長田医院,かかりつけのみ,053-522-0105,気賀,浜松市北区,細江町気賀144-3,,34.807033,137.656449
221309,静岡県,浜松市,2218110043,引佐赤十字病院,かかりつけのみ,053-542-0115,金指,浜松市北区,引佐町金指1020,,34.819387,137.681934
221309,静岡県,浜松市,2217210380,宮田内科循環器科医院,かかりつけのみ,053-542-3633,金指,浜松市北区,引佐町金指1578-1,,34.817081,137.675079
221309,静岡県,浜松市,2217112057,なるみやハートクリニック,かかりつけのみ,053-414-2720,根洗町,浜松市北区,根洗町537-1,,34.794903,137.690546
221309,静岡県,浜松市,2217210091,わんぱくキッズクリニック,,053-414-3189,根洗町,浜松市北区,根洗町548-1,,34.794026,137.689502
221309,静岡県,浜松市,2218110225,縣医院,かかりつけのみ,053-525-0120,三ヶ日,浜松市北区,三ヶ日町三ヶ日653-2,,34.804357,137.553532
221309,静岡県,浜松市,2217112172,みゆき内科クリニック,かかりつけのみ,053-437-5490,三幸町,浜松市北区,三幸町500-1,,34.805006,137.723395
221309,静岡県,浜松市,2217112198,やなせ内科呼吸器科クリニック,,053-414-5886,三方原町,浜松市北区,三方原町565-1,,34.774384,137.709524
221309,静岡県,浜松市,2217211271,やの胃腸肛門外科,かかりつけのみ,053-430-2300,三方原町,浜松市北区,三方原町236-1,,34.771313,137.711185
221309,静岡県,浜松市,2217105267,ゆたか外科,かかりつけのみ,053-437-4848,三方原町,浜松市北区,三方原町1623-2,,34.785469,137.709489
221309,静岡県,浜松市,2217112180,わたひき消化器内科クリニック,かかりつけのみ,053-414-5707,三方原町,浜松市北区,三方原町564-11,,34.774500,137.709699
221309,静岡県,浜松市,2217201264,山田消化器内科クリニック,,053-430-1555,三方原町,浜松市北区,三方原町892-1,,34.782370,137.718147
221309,静岡県,浜松市,2217160205,総合病院　聖隷三方原病院,,053-436-0567,三方原町,浜松市北区,三方原町3453,,34.792370,137.691011
221309,静岡県,浜松市,2217111604,社会福祉法人　聖隷福祉事業団　聖隷予防検診センター,,0570-550-216,三方原町,浜松市北区,三方原町3453-1,,34.791706,137.689738
221309,静岡県,浜松市,2217105762,前嶋内科,,053-438-4655,三方原町,浜松市北区,三方原町1153-17,,34.784126,137.714708
221309,静岡県,浜松市,2217112149,内科なぐら医院,,053-430-5060,三方原町,浜松市北区,三方原町57-5,,34.773623,137.717842
221309,静岡県,浜松市,2217201801,いわき内科クリニック,かかりつけのみ,053-420-0088,初生町,浜松市北区,初生町903-1,,34.763909,137.721853
221309,静岡県,浜松市,2217211115,なかの呼吸器・アレルギークリニック,かかりつけのみ,053-430-5111,初生町,浜松市北区,初生町381-2,,34.763384,137.727822
221309,静岡県,浜松市,2217201041,はしもと耳鼻咽喉科,かかりつけのみ,053-414-3387,初生町,浜松市北区,初生町1112-4,,34.773847,137.734121
221309,静岡県,浜松市,2217110622,浅井外科･消化器科医院,,053-436-2108,初生町,浜松市北区,初生町715-1,,34.767222,137.717173
221309,静岡県,浜松市,2217201355,八木医院,かかりつけのみ,053-437-2811,初生町,浜松市北区,初生町1137-2,,34.771283,137.729972
221309,静岡県,浜松市,2217200019,野村クリニック,かかりつけのみ,053-414-1007,初生町,浜松市北区,初生町413-7,,34.764456,137.732315
221309,静岡県,浜松市,2217210547,井伊谷ガーデンクリニック,かかりつけのみ,053-528-2772,神宮寺町,浜松市北区,神宮寺町8番24号,,34.831229,137.670348
221309,静岡県,浜松市,2218100564,クリニックかねこ,かかりつけのみ,053-527-2018,中川,浜松市北区,細江町中川7172-1703,,34.792346,137.685208
221309,静岡県,浜松市,2217211263,種部整形外科医院,,053-522-4121,中川,浜松市北区,細江町中川7172-2254,,34.798565,137.694969
221309,静岡県,浜松市,2218100598,みかえ内科クリニック,かかりつけのみ,053-526-0500,都筑,浜松市北区,三ヶ日町都筑2488-1,,34.790647,137.580770
221309,静岡県,浜松市,2217211669,安田クリニック,,053-428-8311,都田町,浜松市北区,都田町9307-24,,34.814905,137.745502
221309,静岡県,浜松市,2217111067,相羽内科消化器科医院,,053-428-4500,都田町,浜松市北区,都田町8110-3,,34.811399,137.730083
221309,静岡県,浜松市,2217111786,医療法人社団　種光会　朝山病院,かかりつけのみ,053-420-1830,東三方町,浜松市北区,東三方町476-1,,34.784468,137.728586
221309,静岡県,浜松市,2217210844,木村産科・婦人科,かかりつけのみ,053-439-1010,東三方町,浜松市北区,東三方町94-3,,34.777024,137.733478
221309,静岡県,浜松市,2218110019,浜松市引佐鎮玉診療所,かかりつけのみ,053-528-5800,別所,浜松市北区,引佐町別所219番地の5,,34.894335,137.678083
221309,静岡県,浜松市,2217210646,浜松とよおか病院,,053-439-0100,豊岡町,浜松市北区,豊岡町110番地,,34.788743,137.736355
221309,静岡県,浜松市,2217111133,佐鳴台こどもクリニック,,053-447-4010,佐鳴台四,浜松市中区,佐鳴台4-40-43,,34.711038,137.698912
221309,静岡県,浜松市,2217112073,今西こどもクリニック,かかりつけのみ,053-475-1024,上島六,浜松市中区,上島6-22-25,,34.744851,137.737496
221309,静岡県,浜松市,2217210034,しらまつ整形外科,かかりつけのみ,053-596-2080,宇布見,浜松市西区,雄踏町宇布見3985-1,,34.699216,137.645798
221309,静岡県,浜松市,2217202064,やの脳神経外科・救急科クリニック,,053-522-7722,宇布見,浜松市西区,雄踏町宇布見4065-1,,34.698363,137.644956
221309,静岡県,浜松市,2217111620,幸田子供クリニック,かかりつけのみ,053-485-0012,西山町,浜松市西区,西山町159-1,,34.733493,137.691944
221309,静岡県,浜松市,2217211388,たなか小児科,かかりつけのみ,053-421-4111,天王町,浜松市東区,天王町1953,,34.739644,137.765901
